ID,Gender,Age,Race_Ethnicity,Religion,Continent,Education,Experience_Years,Interview_Score,Technical_Score,Communication_Score,Fair_Score,Biased_Score,Selected_Fair,Selected
13566,Male,34,Black,Unaffiliated,Africa,Master,5.5,77.3,100.0,78.6,0.6818,0.3904,1,0
13567,Male,22,Black,Muslim,North America,Bachelor,11.2,72.3,68.3,81.6,0.5545,0.321,0,0
13568,Male,48,White,Unaffiliated,Africa,Master,4.9,74.0,97.6,78.2,0.6614,0.4492,1,0
13569,Female,44,White,Muslim,Europe,Bachelor,3.4,63.6,75.5,73.3,0.4735,0.3545,0,0
13570,Female,47,Black,Hindu,Asia,Bachelor,1.8,65.5,76.0,80.1,0.4739,0.2411,0,0
13571,Male,21,White,Christian,Europe,Master,2.8,54.1,87.9,56.9,0.5412,0.5221,0,1
13572,Male,35,White,Hindu,Asia,Master,3.5,62.3,60.8,59.6,0.4977,0.3885,0,0
13573,Female,25,White,Jewish,Asia,Master,6.1,92.5,77.9,67.1,0.6504,0.4725,1,0
13574,Female,26,White,Christian,South America,Master,2.9,75.8,63.6,42.1,0.5113,0.4033,0,0
13575,Female,39,Asian,Muslim,Asia,Master,2.1,53.4,65.8,67.1,0.4864,0.2663,0,0
13576,Female,21,White,Christian,Asia,Bachelor,6.1,60.5,71.1,88.4,0.4966,0.3585,0,0
13577,Male,34,White,Unaffiliated,Asia,Bachelor,4.5,66.5,94.2,67.7,0.5338,0.4631,0,0
13578,Male,48,Black,Muslim,Europe,Master,3.8,52.4,94.0,77.8,0.5884,0.3129,0,0
13579,Non-Binary,34,White,Christian,Asia,PhD,4.2,69.6,60.3,69.0,0.6155,0.5035,1,1
13580,Female,43,Black,Christian,Asia,Master,4.2,60.8,73.2,61.0,0.5354,0.2997,0,0
13581,Male,34,White,Jewish,South America,Bachelor,2.5,74.9,100.0,62.2,0.5456,0.4467,0,0
13582,Male,24,White,Muslim,Africa,PhD,2.7,70.1,93.4,51.7,0.6713,0.3915,1,0
13583,Male,52,Hispanic,Christian,North America,Bachelor,2.8,77.8,69.6,77.6,0.4925,0.3523,0,0
13584,Female,31,White,Christian,Asia,Bachelor,2.4,60.1,74.0,92.2,0.4756,0.3911,0,0
13585,Male,21,White,Unaffiliated,Europe,PhD,1.3,64.6,52.3,76.6,0.5656,0.5123,0,1
13586,Male,21,Other,Unaffiliated,South America,Master,3.8,46.3,75.8,100.0,0.552,0.4083,0,0
13587,Female,31,White,Christian,Oceania,Bachelor,5.7,77.2,62.9,63.9,0.4814,0.4196,0,0
13588,Male,41,White,Christian,Asia,Bachelor,2.3,82.5,65.9,67.5,0.4771,0.4106,0,0
13589,Male,32,White,Christian,Europe,Bachelor,1.4,50.2,55.0,73.9,0.3684,0.3731,0,0
13590,Male,21,White,Unaffiliated,North America,Bachelor,3.7,52.1,66.2,82.6,0.4344,0.4103,0,0
13591,Male,33,White,Christian,Asia,Bachelor,3.5,77.1,91.1,49.7,0.5202,0.4532,0,0
13592,Male,43,White,Christian,Africa,Master,0.8,75.1,81.4,89.0,0.5977,0.4967,1,1
13593,Female,31,White,Christian,Africa,Bachelor,5.4,58.9,60.1,55.7,0.416,0.2993,0,0
13594,Female,47,White,Unaffiliated,Oceania,Master,14.4,65.0,74.8,55.9,0.6336,0.4881,1,1
13595,Male,24,White,Hindu,Asia,High School,2.1,66.2,88.2,52.3,0.3932,0.3072,0,0
13596,Male,41,Hispanic,Hindu,Asia,PhD,11.9,89.6,74.2,88.0,0.7938,0.5054,1,1
13597,Female,37,Hispanic,Buddhist,Africa,Bachelor,8.2,81.9,68.8,61.3,0.5277,0.2857,0,0
13598,Male,38,White,Hindu,North America,Bachelor,1.4,81.9,66.8,69.9,0.4731,0.4374,0,0
13599,Male,37,Other,Jewish,North America,Master,2.5,74.7,62.1,54.8,0.5169,0.4324,0,0
13600,Female,29,Black,Christian,Europe,Bachelor,7.1,89.5,64.6,81.2,0.5502,0.3693,0,0
13601,Male,36,Hispanic,Muslim,North America,Bachelor,1.3,55.2,92.6,73.8,0.4811,0.3076,0,0
13602,Male,28,White,Jewish,Asia,Bachelor,4.0,84.2,53.9,63.2,0.4585,0.3625,0,0
13603,Male,35,Asian,Muslim,Europe,High School,7.4,71.2,97.4,70.4,0.4996,0.3692,0,0
13604,Female,35,Asian,Christian,Asia,Bachelor,3.8,63.2,69.6,78.7,0.4668,0.3548,0,0
13605,Male,30,White,Christian,Oceania,Master,2.9,64.3,77.5,58.9,0.5416,0.5351,0,1
13606,Male,31,Black,Unaffiliated,Europe,High School,0.4,57.8,67.4,83.0,0.3397,0.2319,0,0
13607,Male,21,Hispanic,Hindu,Africa,Master,2.4,84.9,85.3,50.9,0.5988,0.3471,1,0
13608,Female,33,White,Hindu,South America,Bachelor,0.8,76.8,61.3,69.1,0.4394,0.3501,0,0
13609,Male,38,White,Hindu,Asia,High School,2.4,52.7,64.5,61.9,0.3106,0.2585,0,0
13610,Male,35,White,Christian,Asia,Bachelor,11.7,45.3,59.2,67.4,0.4503,0.3784,0,0
13611,Female,34,White,Christian,Africa,Bachelor,8.1,80.2,73.5,51.6,0.5232,0.354,0,0
13612,Female,21,White,Christian,South America,Bachelor,2.2,68.8,77.5,68.7,0.4754,0.3541,0,0
13613,Male,36,Black,Christian,Asia,Bachelor,1.9,59.7,60.6,91.6,0.4333,0.2844,0,0
13614,Male,21,Black,Buddhist,South America,Bachelor,9.0,68.1,68.9,69.2,0.511,0.3138,0,0
13615,Male,25,Asian,Christian,North America,Bachelor,3.6,77.2,70.8,62.6,0.4826,0.4328,0,0
13616,Female,21,White,Christian,North America,Master,3.1,75.7,72.7,70.8,0.5732,0.4974,0,1
13617,Male,22,White,Christian,Africa,Bachelor,5.3,62.8,76.0,78.9,0.4966,0.4091,0,0
13618,Male,34,White,Christian,Asia,Master,4.9,52.6,82.7,67.1,0.5547,0.4772,0,1
13619,Male,21,Asian,Christian,Europe,Bachelor,1.2,71.3,54.7,88.5,0.4359,0.4094,0,0
13620,Male,21,White,Christian,Asia,Bachelor,7.4,82.5,73.7,73.3,0.5503,0.4514,0,0
13621,Male,48,Hispanic,Christian,Asia,Bachelor,5.6,85.5,52.4,80.9,0.4938,0.2947,0,0
13622,Male,51,White,Christian,North America,Bachelor,2.2,85.7,63.3,58.8,0.4662,0.4086,0,0
13623,Female,42,White,Christian,Asia,Bachelor,3.8,73.7,69.3,69.9,0.4809,0.3768,0,0
13624,Female,30,White,Muslim,North America,Master,0.9,76.2,69.3,55.0,0.5262,0.3775,0,0
13625,Male,44,White,Christian,North America,Bachelor,1.8,80.5,80.3,90.4,0.5352,0.5511,0,1
13626,Male,38,Hispanic,Christian,North America,Bachelor,5.4,67.7,54.0,81.9,0.4539,0.3706,0,0
13627,Female,21,White,Christian,Asia,High School,3.5,65.7,83.2,65.5,0.4073,0.2891,0,0
13628,Male,44,White,Unaffiliated,Asia,Bachelor,11.9,77.4,70.4,61.9,0.5543,0.4392,0,0
13629,Female,21,Hispanic,Christian,Asia,Bachelor,11.0,63.1,86.0,75.7,0.5706,0.3255,0,0
13630,Non-Binary,27,White,Unaffiliated,Asia,Bachelor,5.6,71.6,45.0,59.3,0.4127,0.3209,0,0
13631,Male,36,White,Christian,Asia,PhD,5.3,65.0,77.9,65.4,0.657,0.5737,1,1
13632,Male,35,Asian,Christian,Asia,Bachelor,5.3,70.8,63.9,89.7,0.4971,0.3681,0,0
13633,Male,36,White,Christian,Asia,Bachelor,2.9,71.8,75.0,82.5,0.4994,0.4355,0,0
13634,Female,44,Asian,Christian,North America,Master,4.0,57.3,60.2,67.2,0.4977,0.4042,0,0
13635,Female,35,Hispanic,Muslim,Asia,Bachelor,0.9,64.4,66.9,71.5,0.428,0.1858,0,0
13636,Female,34,White,Christian,Asia,Bachelor,8.6,71.4,55.6,59.9,0.468,0.3649,0,0
13637,Female,48,White,Buddhist,North America,High School,2.3,44.8,77.9,52.9,0.3153,0.2391,0,0
13638,Male,32,White,Jewish,Asia,Bachelor,2.2,68.7,59.8,79.8,0.4412,0.3605,0,0
13639,Female,31,White,Muslim,Asia,Master,5.8,54.6,45.7,73.9,0.4762,0.3058,0,0
13640,Female,37,Hispanic,Muslim,Europe,PhD,0.8,73.1,78.9,74.1,0.6508,0.3875,1,0
13641,Female,53,White,Muslim,North America,Bachelor,8.8,69.8,46.1,56.2,0.4356,0.2815,0,0
13642,Male,26,White,Christian,Asia,Bachelor,9.0,68.9,77.3,61.0,0.5254,0.4358,0,0
13643,Female,21,White,Christian,Asia,Bachelor,3.9,63.8,81.8,76.5,0.4994,0.3444,0,0
13644,Female,32,White,Christian,Oceania,Master,3.5,50.6,86.8,55.4,0.5339,0.4942,0,1
13645,Female,46,Black,Christian,Asia,Bachelor,6.2,85.2,69.9,73.0,0.5357,0.2885,0,0
13646,Female,38,Hispanic,Christian,South America,Master,3.3,73.1,76.3,71.2,0.5788,0.3803,0,0
13647,Female,27,Hispanic,Muslim,Asia,Master,9.0,73.9,56.7,82.2,0.5918,0.2866,0,0
13648,Female,33,Asian,Muslim,Africa,High School,5.9,67.5,75.8,58.1,0.4036,0.2094,0,0
13649,Female,23,White,Christian,North America,Bachelor,2.3,77.5,85.4,71.5,0.5224,0.4433,0,0
13650,Female,21,Black,Christian,Europe,Master,7.1,69.1,72.3,57.6,0.5747,0.3761,0,0
13651,Male,30,White,Christian,Asia,Bachelor,1.7,73.8,48.9,75.2,0.4141,0.3765,0,0
13652,Male,23,Other,Christian,South America,Master,3.1,36.8,70.6,59.1,0.4574,0.3221,0,0
13653,Male,29,White,Christian,Europe,Bachelor,4.4,70.6,55.5,61.9,0.4313,0.4114,0,0
13654,Female,21,Other,Christian,Europe,Bachelor,1.9,57.0,62.1,64.6,0.397,0.2819,0,0
13655,Female,50,Hispanic,Christian,North America,Bachelor,1.7,83.7,61.2,58.2,0.4504,0.2829,0,0
13656,Non-Binary,42,Hispanic,Christian,Asia,Bachelor,2.7,74.0,99.8,70.8,0.5554,0.3586,0,0
13657,Male,27,White,Christian,Africa,Master,6.2,71.2,85.2,66.6,0.618,0.5135,1,1
13658,Male,33,White,Christian,Asia,Bachelor,4.0,65.5,71.4,72.8,0.4718,0.4178,0,0
13659,Male,43,White,Christian,Asia,Master,5.2,59.6,52.2,56.9,0.4795,0.423,0,0
13660,Male,36,White,Christian,Europe,High School,8.5,75.9,66.4,67.0,0.4329,0.4287,0,0
13661,Female,29,Asian,Christian,Asia,High School,4.5,51.6,74.5,79.3,0.3752,0.2691,0,0
13662,Male,37,Hispanic,Unaffiliated,South America,PhD,6.7,91.0,61.6,85.5,0.7143,0.4965,1,1
13663,Female,30,Hispanic,Hindu,Asia,Master,6.6,79.8,39.7,82.6,0.5398,0.2986,0,0
13664,Female,31,White,Christian,Europe,Bachelor,3.6,58.8,67.1,72.1,0.4393,0.3998,0,0
13665,Male,50,White,Christian,Europe,Bachelor,5.7,46.7,67.3,72.2,0.4287,0.3865,0,0
13666,Female,37,Black,Christian,Europe,High School,4.5,80.4,74.7,79.8,0.4471,0.2931,0,0
13667,Male,32,White,Christian,North America,Master,2.6,92.9,77.0,56.4,0.6047,0.5989,1,1
13668,Male,23,Asian,Christian,North America,Bachelor,1.7,55.5,79.2,60.4,0.4325,0.3886,0,0
13669,Female,38,Hispanic,Christian,Oceania,High School,4.5,45.7,89.3,68.0,0.3865,0.2676,0,0
13670,Female,43,White,Christian,Africa,High School,4.7,71.0,100.0,85.2,0.5008,0.3355,0,0
13671,Male,44,Black,Unaffiliated,North America,Bachelor,3.4,39.7,69.1,52.0,0.3709,0.2745,0,0
13672,Male,58,Hispanic,Unaffiliated,Asia,Bachelor,3.5,78.7,55.4,67.3,0.4497,0.2824,0,0
13673,Male,23,Black,Hindu,South America,PhD,2.2,45.7,90.4,60.7,0.6101,0.3778,1,0
13674,Male,21,White,Buddhist,Europe,PhD,8.4,71.6,61.6,74.7,0.6681,0.6246,1,1
13675,Non-Binary,42,White,Christian,Asia,Master,1.3,73.9,69.7,78.8,0.5548,0.4413,0,0
13676,Female,21,White,Hindu,Asia,Bachelor,2.4,72.2,54.6,74.2,0.4305,0.2902,0,0
13677,Male,21,Hispanic,Christian,North America,High School,9.0,85.3,88.6,70.9,0.5252,0.4048,0,0
13678,Female,38,White,Unaffiliated,North America,Bachelor,5.0,70.5,54.6,49.6,0.4185,0.3499,0,0
13679,Male,36,Hispanic,Hindu,North America,Master,5.5,78.0,89.6,90.3,0.67,0.5027,1,1
13680,Male,26,White,Christian,North America,High School,3.5,58.6,97.8,67.0,0.4311,0.4438,0,0
13681,Female,24,Asian,Jewish,Asia,Bachelor,3.8,61.0,81.5,74.0,0.4877,0.3019,0,0
13682,Female,33,Other,Christian,Asia,Bachelor,1.7,75.5,54.0,80.1,0.4382,0.297,0,0
13683,Female,28,Black,Christian,North America,High School,5.6,82.4,61.9,66.6,0.4107,0.284,0,0
13684,Female,34,White,Unaffiliated,Asia,Bachelor,0.5,82.0,64.7,56.4,0.4429,0.3499,0,0
13685,Female,23,White,Christian,North America,Bachelor,6.3,67.7,64.2,77.3,0.4836,0.4034,0,0
13686,Male,24,White,Hindu,Asia,Bachelor,4.4,64.2,59.3,60.3,0.4238,0.3347,0,0
13687,Female,21,White,Christian,Asia,High School,5.9,89.1,94.8,67.2,0.5193,0.3763,0,0
13688,Non-Binary,36,Black,Christian,Asia,Bachelor,7.3,55.7,78.1,71.6,0.4933,0.2896,0,0
13689,Male,26,Hispanic,Jewish,Asia,Bachelor,2.7,66.6,55.5,71.6,0.4186,0.293,0,0
13690,Female,40,White,Unaffiliated,Asia,Master,1.6,85.2,72.6,68.1,0.5797,0.4065,0,0
13691,Female,21,White,Christian,North America,High School,6.8,66.7,56.0,63.3,0.3626,0.3029,0,0
13692,Male,21,Black,Christian,Asia,High School,3.9,64.9,55.8,68.2,0.3382,0.224,0,0
13693,Female,31,Asian,Muslim,South America,High School,8.7,52.0,61.2,81.0,0.3794,0.2235,0,0
13694,Male,26,White,Hindu,North America,Bachelor,4.7,62.2,89.7,84.3,0.5336,0.5116,0,1
13695,Female,22,White,Muslim,North America,Bachelor,4.3,69.3,74.5,74.3,0.494,0.3484,0,0
13696,Male,30,Asian,Buddhist,Asia,Bachelor,3.1,68.7,84.7,57.0,0.4879,0.3603,0,0
13697,Female,30,White,Jewish,Africa,Bachelor,5.4,81.5,77.7,67.0,0.5332,0.3675,0,0
13698,Male,41,Black,Christian,Africa,High School,6.2,73.7,57.8,64.1,0.3804,0.2225,0,0
13699,Male,35,Black,Christian,Asia,PhD,4.7,56.6,76.2,48.9,0.6058,0.3836,1,0
13700,Male,44,White,Christian,Europe,Bachelor,1.0,60.5,78.0,75.0,0.4536,0.4717,0,0
13701,Female,48,White,Muslim,Asia,Master,4.7,100.0,73.9,51.0,0.6256,0.3597,1,0
13702,Female,26,Asian,Unaffiliated,North America,Master,4.2,73.0,70.6,63.7,0.5618,0.4063,0,0
13703,Female,44,White,Muslim,Africa,Bachelor,5.8,100.0,59.7,67.5,0.5342,0.2904,0,0
13704,Female,41,White,Muslim,South America,PhD,7.3,81.9,82.4,65.1,0.7279,0.4539,1,0
13705,Male,32,White,Hindu,Asia,Bachelor,5.6,53.3,56.9,88.2,0.436,0.3447,0,0
13706,Male,38,White,Christian,South America,PhD,3.2,18.6,72.8,54.9,0.4976,0.4471,0,0
13707,Female,34,Black,Christian,Asia,Bachelor,1.2,70.9,63.5,62.8,0.4265,0.2184,0,0
13708,Male,32,Asian,Christian,South America,Bachelor,4.9,73.8,66.4,66.6,0.4788,0.39,0,0
13709,Non-Binary,35,Asian,Unaffiliated,Europe,Master,0.8,83.9,77.5,42.6,0.5509,0.4283,0,0
13710,Female,36,White,Unaffiliated,South America,Master,5.4,69.3,65.9,73.9,0.5633,0.4291,0,0
13711,Male,43,White,Hindu,North America,Master,1.8,96.8,69.0,67.2,0.5991,0.5606,1,1
13712,Male,22,White,Christian,South America,Bachelor,12.1,79.8,54.7,82.8,0.5457,0.4935,0,1
13713,Female,40,Asian,Muslim,Africa,Master,7.1,71.0,87.3,75.5,0.6422,0.3364,1,0
13714,Male,21,White,Christian,Asia,PhD,4.3,88.5,79.6,63.5,0.7081,0.5472,1,1
13715,Male,32,White,Hindu,Asia,Bachelor,4.0,63.0,86.2,70.7,0.5029,0.4042,0,0
13716,Male,35,Hispanic,Christian,North America,Master,8.2,100.0,59.4,77.3,0.6501,0.5163,1,1
13717,Female,21,White,Christian,Europe,Bachelor,2.5,61.8,73.6,59.5,0.4388,0.3842,0,0
13718,Female,30,White,Christian,Asia,Master,3.3,79.2,76.0,84.8,0.61,0.4625,1,0
13719,Male,37,White,Muslim,North America,Bachelor,5.6,85.5,69.0,76.4,0.533,0.4178,0,0
13720,Male,31,Black,Hindu,Asia,Bachelor,4.2,54.4,81.3,63.1,0.4609,0.2704,0,0
13721,Male,23,Hispanic,Christian,North America,Bachelor,2.7,69.1,54.6,62.1,0.4104,0.3199,0,0
13722,Female,40,Black,Buddhist,Europe,Bachelor,8.8,72.0,66.0,74.8,0.5179,0.3263,0,0
13723,Male,25,White,Buddhist,Europe,Bachelor,6.3,56.6,70.0,52.0,0.4404,0.4215,0,0
13724,Male,35,White,Hindu,Asia,Bachelor,6.7,72.5,87.3,92.3,0.58,0.4638,0,0
13725,Female,31,Hispanic,Hindu,Asia,Master,2.5,61.8,82.5,60.4,0.5473,0.3322,0,0
13726,Female,32,Asian,Christian,Asia,Master,4.4,82.5,52.7,73.4,0.5506,0.376,0,0
13727,Non-Binary,34,White,Unaffiliated,Asia,Bachelor,4.4,63.7,57.6,60.9,0.4187,0.3342,0,0
13728,Female,26,White,Christian,Asia,Bachelor,7.5,57.9,75.6,58.1,0.4769,0.3772,0,0
13729,Male,42,Black,Christian,Europe,Master,3.5,47.3,69.8,60.0,0.4857,0.3815,0,0
13730,Male,24,White,Hindu,Asia,Bachelor,11.3,94.7,96.9,74.3,0.6785,0.509,1,1
13731,Male,41,White,Christian,Asia,High School,7.8,38.9,75.2,69.4,0.3626,0.2752,0,0
13732,Male,29,White,Unaffiliated,Africa,Bachelor,6.5,76.0,67.6,56.5,0.489,0.3809,0,0
13733,Female,21,Other,Muslim,Asia,Bachelor,7.1,84.7,68.2,62.8,0.5251,0.2204,0,0
13734,Female,25,Black,Christian,Asia,Bachelor,3.2,90.9,70.1,76.4,0.5281,0.3278,0,0
13735,Female,46,White,Unaffiliated,North America,Bachelor,6.0,70.7,31.4,79.7,0.4028,0.3077,0,0
13736,Male,44,Hispanic,Muslim,North America,Master,5.1,67.9,93.8,60.4,0.6157,0.4035,1,0
13737,Female,21,White,Muslim,Asia,Bachelor,7.6,64.5,76.8,47.4,0.4839,0.2657,0,0
13738,Female,25,White,Christian,North America,Bachelor,0.6,73.7,61.3,51.4,0.408,0.3653,0,0
13739,Male,21,White,Buddhist,Europe,Bachelor,0.5,63.0,73.8,79.6,0.4497,0.4252,0,0
13740,Female,34,White,Christian,North America,Bachelor,1.9,76.8,78.5,60.3,0.4846,0.4071,0,0
13741,Male,26,Asian,Christian,South America,High School,4.4,54.6,49.5,78.9,0.3137,0.2476,0,0
13742,Male,36,White,Muslim,Oceania,Master,8.2,71.8,67.5,86.6,0.6143,0.4751,1,0
13743,Female,39,White,Unaffiliated,North America,Bachelor,5.1,69.6,53.1,69.1,0.4375,0.3835,0,0
13744,Female,48,Asian,Christian,Oceania,Master,4.4,61.7,58.1,80.7,0.5232,0.3716,0,0
13745,Male,50,White,Christian,Europe,Master,7.2,61.4,74.3,70.0,0.5775,0.5086,0,1
13746,Male,52,White,Jewish,North America,PhD,4.0,78.4,74.1,87.5,0.6958,0.6074,1,1
13747,Non-Binary,42,White,Jewish,Africa,Bachelor,5.8,71.1,59.9,73.9,0.4717,0.3513,0,0
13748,Female,31,Other,Christian,Oceania,Master,3.5,74.4,80.6,77.0,0.6026,0.4726,1,0
13749,Female,21,White,Buddhist,Oceania,Bachelor,4.9,69.3,81.6,73.2,0.5171,0.4019,0,0
13750,Male,25,White,Christian,Europe,Master,3.5,70.8,69.1,73.4,0.5582,0.5619,0,1
13751,Male,21,Black,Christian,North America,Bachelor,6.7,81.4,57.4,77.5,0.5027,0.391,0,0
13752,Male,37,Other,Christian,Asia,Bachelor,3.6,69.4,54.8,70.7,0.4304,0.3236,0,0
13753,Male,53,Hispanic,Christian,North America,Bachelor,3.9,67.3,67.7,73.5,0.4662,0.3349,0,0
13754,Male,24,White,Christian,Europe,Master,3.6,59.3,51.1,79.6,0.49,0.4742,0,0
13755,Male,21,Hispanic,Christian,Asia,Bachelor,3.6,68.8,86.2,67.1,0.5092,0.319,0,0
13756,Female,22,Asian,Christian,Asia,Master,1.1,64.4,62.9,78.1,0.5105,0.315,0,0
13757,Male,50,Hispanic,Hindu,North America,High School,0.6,84.2,28.1,46.4,0.2546,0.162,0,0
13758,Female,45,Black,Hindu,Europe,High School,5.2,66.5,41.4,61.2,0.306,0.1549,0,0
13759,Male,43,White,Muslim,Europe,High School,7.0,79.7,72.6,63.4,0.4412,0.3558,0,0
13760,Male,21,Black,Christian,North America,Bachelor,3.2,49.4,48.0,73.3,0.3626,0.27,0,0
13761,Male,42,Hispanic,Christian,South America,Master,8.8,70.2,79.8,57.1,0.612,0.4347,1,0
13762,Male,33,White,Unaffiliated,North America,Bachelor,10.5,74.0,69.5,52.5,0.5194,0.5082,0,1
13763,Male,41,White,Muslim,Europe,Bachelor,9.4,68.1,81.8,83.2,0.5668,0.4508,0,0
13764,Non-Binary,22,White,Jewish,Europe,Bachelor,3.8,90.5,69.6,36.1,0.4807,0.4016,0,0
13765,Female,32,Asian,Christian,Africa,Bachelor,6.4,23.0,55.6,61.6,0.3318,0.2212,0,0
13766,Female,27,Black,Christian,Africa,High School,6.3,73.1,58.9,72.1,0.3927,0.2183,0,0
13767,Male,39,White,Christian,Oceania,Master,12.6,74.1,87.2,62.1,0.6813,0.7096,1,1
13768,Female,55,Hispanic,Muslim,North America,Master,8.1,93.6,74.6,73.3,0.6695,0.3558,1,0
13769,Female,21,Hispanic,Hindu,Asia,PhD,4.3,81.6,49.2,84.4,0.6352,0.3564,1,0
13770,Male,30,Asian,Jewish,Europe,Master,3.0,64.9,90.2,67.3,0.5887,0.5037,0,1
13771,Female,43,White,Hindu,Africa,Bachelor,3.7,84.9,78.4,69.4,0.5314,0.3423,0,0
13772,Female,28,White,Unaffiliated,Asia,Bachelor,1.4,68.0,73.0,54.7,0.4367,0.2688,0,0
13773,Female,24,Hispanic,Christian,Asia,Bachelor,2.2,50.5,70.0,59.1,0.3982,0.2591,0,0
13774,Female,33,White,Unaffiliated,Africa,Bachelor,5.0,60.9,54.4,69.0,0.4186,0.2791,0,0
13775,Female,28,White,Hindu,Europe,High School,6.6,53.2,95.6,51.7,0.4201,0.3686,0,0
13776,Female,50,White,Christian,Europe,PhD,1.2,52.2,64.5,61.0,0.5477,0.4241,0,0
13777,Male,36,Hispanic,Hindu,North America,High School,3.9,50.1,57.9,61.1,0.2987,0.22,0,0
13778,Female,38,White,Muslim,North America,Bachelor,4.9,76.4,65.8,76.4,0.4958,0.3455,0,0
13779,Female,24,White,Christian,Africa,Bachelor,4.3,96.6,100.0,71.1,0.6259,0.4001,1,0
13780,Female,34,White,Christian,North America,Bachelor,6.7,66.1,47.6,57.3,0.4134,0.388,0,0
13781,Non-Binary,32,White,Muslim,North America,Master,3.2,44.1,53.1,71.2,0.4441,0.313,0,0
13782,Male,39,Asian,Christian,Europe,Bachelor,11.9,58.6,73.0,52.1,0.5029,0.4543,0,0
13783,Male,39,White,Christian,Asia,Master,4.5,87.5,47.3,92.6,0.5732,0.5068,0,1
13784,Male,27,Black,Unaffiliated,Europe,Bachelor,3.7,69.0,85.8,58.4,0.4986,0.3706,0,0
13785,Male,34,White,Muslim,Asia,Bachelor,5.7,74.1,67.6,48.7,0.4675,0.3103,0,0
13786,Male,42,White,Christian,Asia,Bachelor,7.5,64.5,98.0,72.6,0.5717,0.5137,0,1
13787,Female,26,Asian,Christian,Europe,Master,7.0,74.0,81.9,79.5,0.6391,0.4968,1,1
13788,Male,52,Other,Unaffiliated,North America,Bachelor,5.6,81.8,48.6,52.7,0.4393,0.3232,0,0
13789,Female,21,White,Christian,South America,High School,2.3,70.3,73.9,80.7,0.4019,0.3203,0,0
13790,Female,30,White,Christian,North America,Master,10.0,87.9,89.7,48.3,0.6818,0.6139,1,1
13791,Male,24,White,Jewish,Asia,Bachelor,10.1,67.0,86.3,70.9,0.567,0.4602,0,0
13792,Male,38,White,Christian,North America,Bachelor,3.7,87.7,92.8,71.9,0.5803,0.5847,0,1
13793,Female,33,Black,Hindu,Asia,Bachelor,1.1,70.4,58.4,71.8,0.4219,0.2162,0,0
13794,Female,21,White,Christian,South America,PhD,5.4,50.4,77.4,39.0,0.5877,0.4599,0,0
13795,Female,53,Hispanic,Muslim,North America,Master,3.7,83.4,74.0,84.7,0.6183,0.3067,1,0
13796,Female,27,Hispanic,Buddhist,North America,Master,4.0,60.3,87.0,49.7,0.5556,0.3698,0,0
13797,Non-Binary,21,White,Unaffiliated,North America,Bachelor,4.7,64.6,71.8,86.3,0.4936,0.4351,0,0
13798,Female,35,Hispanic,Buddhist,North America,Bachelor,9.7,81.7,74.3,64.0,0.5586,0.3879,0,0
13799,Female,34,Asian,Christian,Asia,Master,3.1,77.0,56.1,80.0,0.5431,0.3779,0,0
13800,Female,26,Black,Christian,North America,Master,6.6,63.8,67.7,79.6,0.5723,0.3905,0,0
13801,Female,24,Asian,Christian,Europe,High School,5.9,86.9,76.9,80.7,0.4825,0.3582,0,0
13802,Male,32,Hispanic,Hindu,North America,Bachelor,7.9,77.0,66.8,69.4,0.5177,0.3653,0,0
13803,Non-Binary,22,Black,Muslim,North America,Master,10.0,71.7,78.5,68.1,0.6365,0.3393,1,0
13804,Male,41,Asian,Unaffiliated,Africa,High School,3.3,73.8,97.4,93.1,0.4982,0.3373,0,0
13805,Female,40,Black,Christian,North America,Bachelor,2.9,59.9,60.0,49.7,0.3887,0.264,0,0
13806,Male,33,White,Christian,Europe,Master,1.5,71.0,59.4,74.2,0.5159,0.5362,0,1
13807,Male,21,White,Christian,Asia,Master,6.0,69.9,71.1,79.1,0.5906,0.4843,0,1
13808,Male,21,Asian,Jewish,North America,Bachelor,4.8,69.5,61.0,66.7,0.4529,0.3518,0,0
13809,Male,36,White,Muslim,Asia,Master,3.9,64.8,63.0,49.3,0.5005,0.3465,0,0
13810,Male,37,White,Christian,North America,Master,9.0,76.2,80.4,78.3,0.6566,0.6886,1,1
13811,Female,33,White,Jewish,Africa,PhD,6.9,88.1,53.2,67.5,0.6637,0.431,1,0
13812,Male,38,Black,Christian,Asia,High School,9.1,59.2,62.9,64.9,0.3851,0.2313,0,0
13813,Male,38,Black,Christian,Europe,Bachelor,3.9,94.9,61.6,79.6,0.5251,0.4046,0,0
13814,Male,33,White,Christian,North America,High School,8.8,55.3,77.1,62.4,0.4081,0.4376,0,0
13815,Female,33,White,Unaffiliated,Asia,Bachelor,1.3,78.6,43.6,82.0,0.4166,0.299,0,0
13816,Male,21,Asian,Unaffiliated,South America,Bachelor,3.6,39.6,96.0,78.0,0.4775,0.3466,0,0
13817,Male,33,Black,Christian,Asia,Bachelor,1.7,65.3,59.5,59.6,0.4024,0.2575,0,0
13818,Male,31,Asian,Christian,Asia,Bachelor,4.1,74.3,65.2,66.3,0.4694,0.3802,0,0
13819,Female,24,White,Hindu,North America,Bachelor,1.9,72.1,72.5,63.7,0.4611,0.3772,0,0
13820,Male,38,Black,Hindu,South America,Bachelor,4.4,82.5,90.8,59.6,0.5529,0.3515,0,0
13821,Male,32,Hispanic,Christian,Europe,Bachelor,4.5,57.7,88.5,56.3,0.4826,0.3967,0,0
